danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_available_markets,track_explicit,artist_number_featured,track_popularity,track_album_release_date_precision,track_duration_ms,track_album_total_tracks,award_status
0.482,0.496,9,-9.824,0,0.0359,0.831,0.00862,0.157,0.172,142.493,4,3,0,0,12,0,369040,12,nominee
0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,4,183,0,0,37,0,186251,14,winner
0.592,0.193,7,-13.876,1,0.0334,0.955,0.00508,0.117,0.383,127.381,4,183,0,0,33,0,145413,14,winner
0.521,0.124,2,-13.027,1,0.0432,0.866,0.00112,0.0801,0.377,170.933,3,183,0,0,33,0,218600,14,winner
0.691,0.322,5,-9.852,1,0.0313,0.809,4.4e-05,0.104,0.374,109.399,4,183,0,0,33,0,177373,14,winner
0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,3,183,0,0,35,0,198226,14,winner
0.593,0.27,0,-12.142,1,0.0274,0.892,0.00198,0.0976,0.479,74.652,4,183,0,0,33,0,236840,14,winner
0.429,0.18,10,-10.694,1,0.0551,0.864,4.4e-06,0.104,0.485,170.645,3,183,0,0,33,0,154800,14,winner
0.658,0.158,0,-13.699,1,0.0284,0.903,2.42e-05,0.298,0.322,90.329,4,183,0,0,32,0,186093,14,winner
0.675,0.266,5,-11.966,0,0.0261,0.784,0.000659,0.132,0.434,98.802,4,183,0,0,31,0,253333,14,winner
0.546,0.0626,9,-15.877,1,0.0433,0.833,3.39e-06,0.088,0.39,79.763,4,183,0,0,31,0,162040,14,winner
0.661,0.189,1,-10.23,1,0.0282,0.8,0.000112,0.094,0.378,132.243,4,183,0,0,31,0,185768,14,winner
0.58,0.351,2,-11.587,1,0.0305,0.81,0.000476,0.0676,0.355,150.456,4,183,0,0,31,0,251828,14,winner
0.331,0.138,1,-16.629,1,0.0345,0.914,0.00665,0.101,0.164,85.465,3,183,0,0,30,0,165136,14,winner
0.379,0.0462,0,-14.719,1,0.0445,0.978,0.000931,0.0912,0.147,80.641,3,183,0,0,30,0,187769,14,winner
0.841,0.63,1,-5.356,1,0.0443,0.0725,0.0,0.0742,0.876,97.964,4,185,0,0,66,0,294866,13,winner
0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,4,185,0,0,61,0,283626,13,winner
0.811,0.784,10,-6.972,0,0.0789,0.268,0.187,0.156,0.898,92.91,4,185,0,0,42,0,271333,13,winner
0.521,0.581,0,-7.698,1,0.0506,0.172,0.0153,0.225,0.714,74.816,4,185,0,0,41,0,374333,13,winner
0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,4,185,0,0,75,0,288333,13,winner
0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,4,185,0,0,78,0,267266,13,winner
0.812,0.674,5,-10.857,0,0.0612,0.244,0.0408,0.0936,0.88,117.027,4,185,0,0,38,0,298840,13,winner
0.802,0.645,5,-5.359,1,0.0512,0.259,0.0,0.0386,0.821,102.001,4,185,0,0,43,0,287266,13,winner
0.588,0.409,0,-7.507,0,0.048,0.453,5.07e-06,0.0726,0.262,130.221,4,185,0,0,36,0,275666,13,winner
0.866,0.695,6,-5.818,0,0.121,0.556,5.67e-05,0.0906,0.879,103.895,4,185,0,0,35,0,331160,13,winner
0.832,0.756,1,-7.948,0,0.0748,0.0798,0.000111,0.0452,0.682,99.882,4,185,0,0,33,0,269640,13,winner
0.711,0.653,6,-6.484,1,0.0429,0.118,1.27e-05,0.0839,0.748,90.018,4,185,0,0,36,0,284066,13,winner
0.427,0.252,1,-11.758,1,0.0315,0.831,0.0,0.103,0.292,92.551,4,185,0,0,34,0,274733,13,winner
0.576,0.92,2,-4.639,1,0.0756,0.375,0.0,0.299,0.755,161.385,4,185,0,0,34,0,231560,12,nominee
0.778,0.59,4,-6.701,1,0.0378,0.704,0.0,0.0865,0.874,113.799,3,185,0,0,28,0,158306,12,nominee
0.59,0.589,0,-8.738,1,0.03,0.577,2.46e-05,0.351,0.472,80.734,4,185,0,0,24,0,292560,12,nominee
0.788,0.682,7,-6.531,1,0.0284,0.217,3.98e-06,0.0854,0.855,113.873,4,185,0,0,27,0,229400,12,nominee
0.549,0.603,7,-6.443,1,0.025,0.456,0.000202,0.225,0.406,78.132,4,185,0,0,26,0,327093,12,nominee
0.443,0.333,2,-8.035,1,0.0268,0.852,0.124,0.113,0.0351,82.8,4,185,0,0,30,0,221573,12,nominee
0.625,0.674,0,-7.048,1,0.0231,0.0974,0.00142,0.332,0.449,97.215,4,185,0,0,34,0,244826,12,nominee
0.617,0.597,0,-7.543,1,0.0239,0.439,0.000505,0.0967,0.561,104.055,4,185,0,0,22,0,245866,12,nominee
0.53,0.543,2,-7.364,1,0.0241,0.637,0.0107,0.0964,0.267,94.625,4,185,0,0,23,0,205680,12,nominee
0.82,0.504,5,-7.473,1,0.0437,0.84,0.0,0.0776,0.731,121.453,4,185,0,0,38,0,154933,12,nominee
0.722,0.528,2,-8.693,1,0.0266,0.297,0.000605,0.152,0.628,113.783,4,185,0,0,21,0,187213,12,nominee
0.484,0.452,0,-7.159,1,0.0347,0.66,0.0,0.123,0.288,108.222,4,185,0,0,29,0,367800,12,nominee
0.791,0.614,8,-5.141,1,0.0286,0.0635,1.4e-06,0.044,0.805,109.02,4,4,0,0,29,0,224506,14,nominee
0.627,0.618,0,-6.335,0,0.0297,0.565,3.3e-05,0.0788,0.461,75.027,4,4,0,0,24,0,168893,14,nominee
0.708,0.876,0,-4.519,0,0.0321,0.00261,0.00619,0.0704,0.772,104.011,4,4,0,0,22,0,247026,14,nominee
0.638,0.54,7,-6.406,1,0.0285,0.111,4.91e-05,0.107,0.261,86.022,4,4,0,0,24,0,236746,14,nominee
0.693,0.723,8,-5.268,1,0.0318,0.0389,0.0,0.0414,0.75,89.966,4,4,0,0,25,0,168466,14,nominee
0.675,0.676,8,-7.424,1,0.039,0.104,0.0,0.255,0.549,91.034,4,4,0,0,17,0,202680,14,nominee
0.556,0.402,0,-10.121,1,0.135,0.31,1.33e-06,0.106,0.399,76.979,4,4,0,0,23,0,321720,14,nominee
0.722,0.78,2,-6.064,1,0.0315,0.0128,0.0,0.084,0.85,119.969,4,4,0,0,37,0,169866,14,nominee
0.581,0.404,6,-8.627,0,0.0259,0.542,1.36e-05,0.272,0.121,133.949,4,4,0,0,20,0,211306,14,nominee
0.658,0.67,1,-6.253,0,0.0354,0.122,1.85e-05,0.208,0.516,98.994,4,4,0,0,20,0,267773,14,nominee
0.517,0.664,1,-4.8,0,0.0328,0.0738,1.01e-06,0.322,0.338,148.017,3,4,0,0,17,0,260186,14,nominee
0.541,0.664,3,-6.509,1,0.0293,0.0787,0.0,0.119,0.271,125.943,4,4,0,0,17,0,305946,14,nominee
0.49,0.258,5,-9.699,1,0.0314,0.698,0.00114,0.11,0.136,137.593,4,4,0,0,15,0,269640,14,nominee
0.695,0.645,4,-5.773,0,0.0349,0.537,1.46e-05,0.202,0.432,100.062,4,4,0,1,16,0,325213,14,nominee
0.628,0.298,10,-12.571,1,0.0296,0.639,0.000442,0.101,0.391,98.966,3,185,0,1,63,0,238750,12,winner
0.666,0.469,0,-10.054,1,0.0434,0.453,0.0,0.0384,0.591,130.488,4,185,0,1,39,0,227655,12,winner
0.322,0.428,8,-9.102,1,0.0476,0.738,0.0,0.138,0.245,186.329,3,185,0,1,54,0,235401,12,winner
0.5,0.395,5,-8.781,0,0.0288,0.717,0.000386,0.11,0.212,120.148,4,185,0,1,53,0,239272,12,winner
0.671,0.417,11,-10.209,0,0.21,0.402,0.0,0.12,0.331,133.557,4,185,0,1,55,0,210854,12,winner
0.563,0.384,2,-9.017,1,0.029,0.56,1.47e-05,0.131,0.332,134.824,4,185,0,1,44,0,274910,12,winner
0.188,0.177,2,-11.521,1,0.0324,0.849,0.00891,0.17,0.0621,71.064,4,185,0,1,29,0,299682,12,winner
0.492,0.461,7,-10.031,0,0.0342,0.612,0.000553,0.125,0.484,73.896,4,185,0,1,30,0,315963,12,winner
0.73,0.533,9,-7.869,1,0.0392,0.679,0.000624,0.104,0.524,101.922,3,185,0,1,40,0,265202,12,winner
0.42,0.569,10,-8.768,1,0.0994,0.278,0.0,0.153,0.559,169.342,4,185,0,1,30,0,272508,12,winner
0.167,0.26,3,-11.561,1,0.031,0.856,0.000183,0.185,0.108,84.367,4,185,0,1,28,0,294590,12,winner
0.568,0.682,7,-7.227,1,0.171,0.477,0.0,0.804,0.608,147.706,4,185,0,1,49,0,222762,12,winner
0.503,0.492,2,-7.607,0,0.0357,0.61,2.4e-05,0.0853,0.352,74.967,4,184,0,0,40,1,227000,14,nominee
0.519,0.526,5,-8.849,1,0.0277,0.322,0.00012,0.204,0.389,84.007,4,184,0,0,35,1,262266,14,nominee
0.542,0.486,7,-8.379,0,0.0306,0.129,2.45e-06,0.0821,0.437,155.099,3,184,0,0,31,1,203333,14,nominee
0.531,0.323,7,-11.2,1,0.0359,0.615,0.00095,0.0854,0.0708,118.088,3,184,0,0,22,1,203173,14,nominee
0.535,0.587,2,-11.042,1,0.0398,0.00818,0.00173,0.0818,0.561,188.038,4,184,0,0,27,1,276066,14,nominee
0.541,0.387,3,-9.92,1,0.0324,0.564,2.84e-06,0.117,0.275,137.94,4,184,0,0,22,1,234440,14,nominee
0.348,0.108,0,-14.447,1,0.034,0.871,0.0,0.104,0.129,108.762,4,184,0,0,39,1,237800,14,nominee
0.51,0.52,10,-8.233,1,0.0262,0.231,0.0,0.106,0.342,131.889,3,184,0,0,28,1,246400,14,nominee
0.554,0.388,9,-10.304,1,0.0289,0.259,5.75e-06,0.096,0.0627,129.949,4,184,0,0,23,1,281373,14,nominee
0.246,0.226,0,-11.215,1,0.0402,0.934,2.98e-05,0.0693,0.0715,166.503,4,184,0,0,22,1,234306,14,nominee
0.419,0.34,5,-9.583,1,0.0317,0.83,7.77e-05,0.903,0.218,77.029,4,184,0,0,18,1,224733,14,nominee
0.372,0.21,0,-12.59,1,0.04,0.956,0.0122,0.67,0.214,115.556,4,184,0,0,17,1,219666,14,nominee
0.318,0.167,0,-11.722,1,0.0363,0.933,0.0,0.089,0.2,80.038,3,184,0,0,15,1,221466,14,nominee
0.512,0.35,2,-8.814,1,0.026,0.854,0.0,0.682,0.318,88.59,4,184,0,0,18,1,239626,14,nominee
0.595,0.607,2,-6.445,1,0.0373,0.204,0.0,0.0847,0.337,148.15,4,184,0,0,55,0,280960,14,nominee
0.699,0.618,10,-7.948,0,0.0986,0.297,7.24e-05,0.306,0.708,81.983,4,184,0,0,38,0,240933,14,nominee
0.68,0.83,11,-4.962,0,0.203,0.133,0.0,0.279,0.693,102.071,4,184,0,0,43,0,239626,14,nominee
0.569,0.567,2,-6.729,1,0.0457,0.597,0.0,0.108,0.292,110.12,3,184,0,0,42,0,243106,14,nominee
0.532,0.865,2,-5.811,1,0.236,0.145,0.0,0.69,0.703,90.554,4,184,0,0,36,0,211733,14,nominee
0.628,0.681,4,-5.688,0,0.135,0.21,0.0,0.223,0.689,78.854,4,184,0,0,39,0,257706,14,nominee
0.577,0.771,8,-4.057,0,0.0685,0.26,0.0,0.177,0.55,135.955,4,184,0,0,28,0,270773,14,nominee
0.718,0.585,3,-6.209,0,0.149,0.3,0.0,0.331,0.448,93.337,4,184,0,0,26,0,250333,14,nominee
0.621,0.682,0,-6.588,0,0.279,0.415,0.0,0.256,0.558,88.813,4,184,0,0,29,0,215360,14,nominee
0.557,0.523,5,-7.286,0,0.196,0.598,0.0,0.343,0.517,163.981,4,184,0,0,28,0,226933,14,nominee
0.62,0.724,10,-5.472,0,0.137,0.162,0.0,0.0389,0.904,184.01,4,184,0,0,26,0,241040,14,nominee
0.675,0.764,10,-4.538,0,0.0671,0.0539,0.0,0.0864,0.603,95.622,4,184,0,0,25,0,238453,14,nominee
0.612,0.692,8,-5.544,1,0.279,0.156,0.0,0.0902,0.544,135.05,4,184,0,0,24,0,311933,14,nominee
0.667,0.312,2,-9.25,1,0.0402,0.486,2.61e-05,0.0914,0.0958,119.97,3,184,0,0,23,0,927040,14,nominee
0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,3,185,0,0,60,0,237000,12,winner
0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,4,185,0,0,73,0,188960,12,winner
0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,4,185,0,0,59,0,198973,12,winner
0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,4,185,0,0,65,0,219493,12,winner
0.648,0.917,2,-4.304,0,0.0605,0.000886,6.44e-06,0.0828,0.73,126.012,4,185,0,0,34,0,205906,12,winner
0.394,0.691,10,-5.124,0,0.0359,0.0195,0.0,0.394,0.314,200.027,3,185,0,0,35,0,237400,12,winner
0.48,0.614,5,-4.62,1,0.0301,0.128,0.0,0.327,0.17,141.816,4,185,0,0,29,0,279093,12,winner
0.75,0.888,0,-4.524,1,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973,4,185,0,0,45,0,189306,12,winner
0.62,0.92,1,-4.697,0,0.0408,0.00163,0.0,0.23,0.572,105.038,4,185,0,0,32,0,220066,12,winner
0.622,0.764,9,-4.957,0,0.0363,0.0158,0.0,0.0891,0.642,88.984,4,185,0,0,28,0,200466,12,winner
0.546,0.841,7,-4.589,0,0.0374,0.00503,4.8e-05,0.0971,0.175,99.325,3,185,0,0,28,0,233666,12,winner
0.466,0.226,7,-8.913,1,0.0287,0.91,5.89e-06,0.956,0.238,107.07,4,185,0,0,32,0,277493,12,winner
0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4,185,0,0,74,0,201173,12,winner
0.842,0.384,9,-11.384,0,0.0353,0.638,0.000487,0.0998,0.604,84.026,4,185,0,0,54,0,292013,12,winner
0.664,0.735,5,-8.024,1,0.0343,0.033,0.0413,0.0801,0.841,101.346,4,185,0,0,52,0,242333,12,winner
0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,185,0,0,72,0,245826,12,winner
0.495,0.238,1,-11.026,1,0.03,0.958,0.0118,0.0875,0.357,175.958,4,185,0,0,62,0,198200,12,winner
0.881,0.478,4,-10.386,1,0.0304,0.476,0.00574,0.0737,0.803,97.807,4,185,0,0,58,0,250840,12,winner
0.619,0.437,7,-11.756,1,0.0314,0.465,0.00619,0.0971,0.408,89.508,4,185,0,0,60,0,285053,12,winner
0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,5,185,0,0,75,0,242000,12,winner
0.439,0.59,1,-6.407,1,0.0417,0.0995,0.00221,0.0718,0.4,125.897,4,185,0,0,47,0,258160,12,winner
0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,4,185,0,0,54,0,245746,12,winner
0.427,0.588,2,-6.721,1,0.0293,0.0538,0.0014,0.0697,0.394,145.099,4,185,0,0,48,0,367813,12,winner
0.511,0.34,9,-9.928,1,0.0299,0.821,0.00876,0.0763,0.269,75.328,3,185,0,0,50,0,163026,12,winner
0.662,0.6,8,-6.706,1,0.2,0.01,0.0,0.364,0.549,161.976,4,185,0,0,29,0,107066,22,nominee
0.692,0.852,1,-2.975,1,0.0828,0.135,1.26e-05,0.692,0.636,104.957,4,185,0,1,35,0,250400,22,nominee
0.469,0.883,8,-3.663,1,0.292,0.124,0.000516,0.298,0.791,97.648,4,185,0,0,32,0,253493,22,nominee
0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,4,185,0,0,59,0,228906,22,nominee
0.609,0.655,11,-4.049,0,0.041,0.048,0.0,0.1,0.352,79.079,4,185,0,0,35,0,225786,22,nominee
0.723,0.778,6,-3.867,1,0.0444,0.0292,0.000897,0.0518,0.58,96.459,4,185,0,0,35,0,207213,22,nominee
0.426,0.669,1,-5.293,0,0.18,0.338,0.0,0.1,0.462,173.446,4,185,0,0,37,0,224586,22,nominee
0.764,0.259,1,-8.088,1,0.0604,0.884,0.00087,0.251,0.211,139.617,4,185,0,0,30,0,141440,22,nominee
0.57,0.64,1,-5.266,1,0.154,0.312,5.77e-06,0.0639,0.604,88.804,4,185,0,0,30,0,216920,22,nominee
0.602,0.666,0,-6.734,0,0.218,0.297,2.19e-05,0.586,0.44,98.646,4,185,0,0,32,0,236760,22,nominee
0.895,0.714,6,-3.854,0,0.0559,0.122,1.13e-05,0.166,0.89,94.963,4,185,0,0,33,0,226373,22,nominee
0.555,0.868,1,-2.877,1,0.183,0.00333,1.06e-05,0.13,0.463,182.951,4,185,0,0,29,0,198893,22,nominee
0.789,0.454,10,-8.383,0,0.365,0.429,0.0079,0.118,0.659,90.018,4,185,0,0,25,0,298960,22,nominee
0.345,0.838,9,-5.4,0,0.224,0.443,1.75e-06,0.732,0.125,107.939,4,185,0,0,32,0,102466,22,nominee
0.419,0.71,4,-4.955,0,0.0373,0.0379,0.00375,0.192,0.158,79.269,4,185,0,0,32,0,162080,22,nominee
0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,4,185,0,0,63,0,194213,22,nominee
0.367,0.744,1,-4.98,1,0.113,0.104,0.0,0.735,0.291,112.589,3,185,0,0,37,0,285106,22,nominee
0.473,0.471,1,-10.004,0,0.0358,0.891,0.955,0.344,0.404,90.011,4,185,0,0,30,0,222266,22,nominee
0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.143,148.574,4,185,0,0,62,0,243373,22,nominee
0.344,0.557,9,-4.793,0,0.0327,0.133,1.33e-05,0.176,0.256,113.912,3,185,0,0,38,0,272453,22,nominee
0.538,0.141,6,-14.385,0,0.096,0.937,0.0,0.128,0.341,77.931,4,185,0,0,41,0,193160,22,nominee
0.295,0.445,1,-4.311,0,0.0328,0.683,1.32e-05,0.284,0.223,81.859,3,185,0,0,34,0,231640,22,nominee
0.424,0.885,7,-3.654,1,0.0332,0.0226,0.016,0.235,0.378,88.006,4,3,0,0,21,0,252800,10,winner
0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,4,3,0,0,49,0,226386,10,winner
0.446,0.81,9,-5.529,1,0.0436,0.0393,0.0,0.214,0.613,178.135,4,3,0,0,15,0,250266,10,winner
0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,4,3,0,0,35,0,209453,10,winner
0.357,0.241,2,-12.366,1,0.0618,0.94,0.000129,0.353,0.227,91.195,4,3,0,0,35,0,197893,10,winner
0.598,0.443,2,-6.493,0,0.0342,0.456,6.06e-05,0.182,0.386,108.045,4,3,0,0,24,0,236426,10,winner
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4,3,0,0,57,0,219920,10,winner
0.559,0.598,0,-6.316,0,0.0566,0.451,1.04e-06,0.248,0.7,207.905,4,3,0,0,26,0,177413,10,winner
0.514,0.435,9,-7.772,1,0.0288,0.429,2.18e-05,0.152,0.408,90.078,4,3,0,0,35,0,189306,10,winner
0.399,0.604,2,-4.325,1,0.0288,0.00426,0.00126,0.386,0.146,94.962,4,3,0,0,37,0,305666,10,winner
0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,4,184,0,0,75,1,262466,13,nominee
0.584,0.7,6,-4.251,1,0.0505,0.512,2.44e-05,0.13,0.545,163.95,4,184,0,0,65,1,234173,13,nominee
0.406,0.6,7,-4.157,1,0.0298,0.132,0.0,0.15,0.205,149.987,4,184,0,0,31,1,238640,13,nominee
0.68,0.616,2,-6.652,0,0.0374,0.312,0.0,0.328,0.556,130.048,4,184,0,0,24,1,227080,13,nominee
0.729,0.791,5,-5.39,1,0.0769,0.0112,0.0,0.0314,0.59,120.02,4,184,0,0,25,1,219960,13,nominee
0.781,0.588,1,-6.402,1,0.115,0.0178,3e-06,0.0576,0.886,119.938,4,184,0,0,20,1,220906,13,nominee
0.691,0.629,2,-6.118,1,0.0417,0.328,0.0,0.133,0.58,88.002,4,184,0,0,25,1,254213,13,nominee
0.329,0.105,6,-10.353,1,0.0382,0.739,1.85e-05,0.129,0.146,119.452,4,184,0,0,24,1,265880,13,nominee
0.732,0.642,8,-7.065,1,0.0333,0.0772,0.0,0.304,0.345,116.982,4,184,0,0,33,1,233173,13,nominee
0.493,0.819,8,-4.846,1,0.125,0.0421,0.0,0.205,0.427,189.709,4,184,0,0,23,1,207666,13,nominee
0.668,0.673,8,-4.879,0,0.138,0.402,0.0,0.108,0.447,73.972,4,184,0,0,27,1,233973,13,nominee
0.502,0.448,8,-5.166,1,0.0281,0.692,0.0,0.114,0.123,119.921,4,184,0,0,47,1,247440,13,nominee
0.566,0.212,10,-9.855,1,0.0372,0.794,0.0,0.106,0.0782,119.847,4,184,0,0,23,1,290480,13,nominee
0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,4,184,1,0,64,0,251440,15,winner
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.991,4,184,0,0,59,0,268840,15,winner
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,4,184,0,0,72,0,284373,15,winner
0.597,0.517,0,-6.963,1,0.366,0.179,0.0,0.307,0.413,92.035,4,184,1,0,64,0,257560,15,winner
0.744,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.966,4,184,0,0,73,0,289133,15,winner
0.801,0.643,11,-7.07,0,0.0375,0.0676,0.00047,0.612,0.568,115.037,4,184,0,0,45,0,303453,15,winner
0.8,0.728,0,-5.419,0,0.0991,0.217,0.0,0.411,0.404,126.07,4,184,0,0,41,0,274546,15,winner
0.677,0.831,7,-7.372,0,0.0803,0.165,0.0,0.187,0.62,124.881,4,184,0,0,38,0,272760,15,winner
0.698,0.821,0,-5.749,1,0.0492,0.0384,0.0,0.489,0.351,128.018,4,184,1,0,41,0,283586,15,winner
0.928,0.47,7,-6.712,1,0.133,0.00437,0.0203,0.113,0.711,121.039,4,184,0,0,34,0,231893,15,winner
0.771,0.471,0,-6.012,1,0.0786,0.00754,0.00214,0.143,0.403,89.015,4,184,0,0,32,0,248133,15,winner
0.75,0.609,5,-6.596,0,0.205,0.00847,0.0,0.43,0.479,128.614,4,184,0,0,32,0,267386,15,winner
0.797,0.737,2,-7.148,1,0.155,0.134,0.0,0.146,0.848,144.989,4,184,0,0,30,0,245906,15,winner
0.854,0.475,9,-9.436,0,0.127,0.334,0.000231,0.182,0.799,119.993,4,184,0,0,33,0,280626,15,winner
0.89,0.444,8,-9.001,0,0.0668,0.0446,0.123,0.117,0.407,128.022,4,184,0,0,33,0,225773,15,winner
0.787,0.859,11,-2.985,0,0.0359,0.0057,1.31e-06,0.0426,0.808,103.944,4,185,1,0,21,0,204626,3,nominee
0.684,0.913,11,-4.203,0,0.0673,0.0395,0.39,0.0911,0.249,127.992,4,185,1,0,18,0,355093,3,nominee
0.797,0.822,11,-4.271,0,0.0856,3.67e-05,0.784,0.0552,0.0388,127.983,4,185,1,0,5,0,367893,3,nominee
0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4,183,1,0,43,0,294573,8,winner
0.623,0.795,11,-6.63,0,0.046,0.000399,0.0014,0.375,0.358,98.995,4,183,0,0,39,0,274213,8,winner
0.695,0.801,9,-4.503,0,0.0441,0.00124,0.0,0.479,0.646,119.973,4,183,1,0,37,0,249280,8,winner
0.298,0.702,0,-4.181,1,0.0398,0.441,0.0,0.35,0.429,143.824,4,183,0,0,27,0,270813,8,winner
0.639,0.751,0,-6.358,0,0.0324,2.97e-05,4.96e-05,0.163,0.14,120.992,4,183,1,0,31,0,288960,8,winner
0.824,0.837,3,-5.903,1,0.0405,0.00521,0.000817,0.112,0.715,122.013,4,183,0,1,38,0,220640,8,winner
0.557,0.772,0,-5.068,1,0.0304,0.000318,0.00223,0.176,0.324,99.965,4,183,0,0,31,0,234866,8,winner
0.708,0.826,11,-5.164,1,0.0476,0.0327,0.0,0.0868,0.519,96.019,4,183,0,0,26,0,220706,8,winner
0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,23,0,0,77,0,228093,11,winner
0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,4,23,0,0,64,0,223266,11,winner
0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,4,23,0,0,62,0,250000,11,winner
0.644,0.4,3,-5.713,1,0.0304,0.214,0.0,0.0866,0.227,115.025,4,23,0,0,61,0,243200,11,winner
0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,23,0,0,77,0,242973,11,winner
0.706,0.57,0,-7.045,0,0.086,0.0225,0.0,0.0754,0.728,159.908,4,23,0,0,53,0,278040,11,winner
0.415,0.266,0,-8.44,1,0.0308,0.957,1.18e-06,0.183,0.282,138.096,4,23,0,0,52,0,228293,11,winner
0.547,0.848,2,-2.684,1,0.0367,0.049,0.0,0.114,0.749,160.063,4,23,0,0,50,0,241351,11,winner
0.528,0.468,5,-5.306,1,0.0287,0.295,0.0,0.165,0.185,154.974,3,23,0,0,64,0,348226,11,winner
0.689,0.369,0,-9.407,0,0.0278,0.693,0.00236,0.111,0.361,116.885,4,23,0,0,55,0,316240,11,winner
0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,23,0,0,77,0,285240,11,winner
0.676,0.807,5,-5.131,1,0.029,0.0284,0.0,0.0701,0.443,95.956,4,2,0,0,43,0,232520,17,winner
0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,4,2,0,0,63,0,221946,17,winner
0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969,4,2,0,0,39,0,224506,17,winner
0.31,0.856,7,-4.592,0,0.122,0.124,0.0,0.174,0.2,169.76,4,2,0,0,22,0,216173,17,winner
0.74,0.864,9,-4.044,0,0.0385,0.0499,0.0,0.0611,0.832,119.955,4,2,0,0,23,0,244200,17,winner
0.64,0.796,3,-4.016,0,0.0302,0.0694,0.0,0.42,0.77,96.982,4,2,0,0,20,0,179000,17,winner
0.543,0.553,0,-6.641,1,0.0248,0.389,0.0,0.151,0.287,79.917,4,2,0,0,19,0,239240,17,winner
0.619,0.755,9,-4.449,1,0.0477,0.002,0.0,0.162,0.635,127.997,4,2,0,0,27,0,184386,17,winner
0.601,0.83,6,-3.041,1,0.0353,0.000311,0.0,0.272,0.753,117.999,4,2,0,0,20,0,179533,17,winner
0.512,0.76,6,-5.236,1,0.0583,0.0404,0.0,0.1,0.207,91.043,4,2,0,0,21,0,236960,17,winner
0.494,0.958,8,-4.646,1,0.106,0.000274,0.0,0.323,0.859,159.963,4,2,0,0,21,0,204346,17,winner
0.512,0.816,9,-2.655,1,0.113,0.000132,0.0,0.0631,0.644,147.978,4,2,0,0,19,0,259813,17,winner
0.46,0.575,4,-5.449,1,0.0287,0.00663,0.0,0.205,0.0781,108.867,4,2,0,0,21,0,228693,17,winner
0.444,0.657,11,-4.508,1,0.0307,0.0449,0.0,0.0838,0.147,143.801,4,0,0,1,0,0,259986,17,winner
0.659,0.926,10,-2.997,1,0.0619,0.00139,0.0,0.223,0.593,127.948,4,2,0,0,21,0,181040,17,winner
0.527,0.884,1,-4.72,1,0.0597,0.0018,0.0,0.528,0.779,140.074,4,2,0,0,19,0,207013,17,winner
0.398,0.633,8,-5.304,1,0.0322,0.00432,0.0,0.124,0.135,144.084,4,2,0,0,22,0,213440,17,winner
